reviewer,stars,title,review,date
Patrick,5,The Outliers,The Outliers. Beautiful book. Very interesting and insightful to people of every ethnic background.,2009-01-09
Felicia,4,Excellent book!!!!!!!,"Excellent book!!!!!!!. This was a very enjoyable listen.  Extremely informative -- as a Canadian, I now plan on having my kids in the first few months of the year (you'll understand once you've read the book).  Empowers you to feel that you too can be great.  Gladwell himself narrates the book and his voice is clear and soothing.  A definite recommendation to friends.",2008-12-30
S. Olsen,5,Malcom's best book yet.,Malcom's best book yet.. This was a great listen.  Both the audio and context was excellent.  It was one of those books you will be discussing with your friends.,2008-12-18
Wilson,2,The Chicken or the Egg,"The Chicken or the Egg. Life is unfair. Yes, different opportunities face all of us. However, and this is what the book seems to ignore, it is up to the individual to recognize and act. So, I don't believe it is the opportunity that make an outlier, it is the recognition of the opportunities, vision, desire, determination and action that produced the likes of Bill Gates. Keep in mind Bill Gates went to middle school with 300 other kids who all had the same access to the computer. So didn't all 300 have the same opportunity?",2008-12-18
Jonnie,5,"Very interesting, marginally useful... still a 5.","Very interesting, marginally useful... still a 5.. This book is very interesting with good stories throughout. It is marginally useful as to practical information for most people. I still would recommend it and have rated it as a 5. I am going to listen to it more than once.",2008-12-31
Richard,5,Outliers,"Outliers. Classic Gladwell.  Well researched, thought provocative, extremely well read.",2008-11-20
Gil Michelini,4,Gladwell Always Gives A New To Look At The World,,2013-10-22
Lindsay,5,Fascinating from start to finish!,,2013-05-01
Jane,5,4 ½ stars.,"4 ½ stars.. I was amazed and surprised at what I learned about what makes people successful.  And it’s entertaining.  I wish I had read this years ago when my children were toddlers.  I might have changed some things in how I raised them, not a lot of things, but some decisions might have been different.  For example, I might have had them do more academic work in the summers, and felt less guilty about it.  But aside from parenting, wow, this is fascinating stuff.",2012-10-02
ANDRÉ,5,What a book!!!,"What a book!!!. Genius is one percent inspiration and ninety nine percent perspiration... and luck, and circumstances, cultural legacies...",2012-08-19
A. Ellis,5,Interesting & insightful.,"Interesting & insightful.. Very goood. Gladwell has a way of not only writing in an interesting way, but also reading it in an audio. This book is very easy to listen to, and it is very insightful. I'll probably never look at success quite the same way again. I'm glad I listened to this!",2010-03-14
William E. Hartung,5,Captivating!,"Captivating!. Really enjoyed! Well written - The author has done an excellent job in sharing his perspective on how the rich got richer and the famous became more famous... being in the right place at the right time..... Malcolm has a wonderful voice that fits the story perfectly. The last half addresses the importance of communications and the problems and conflicts we get into due to our socialism, heritages and ethnicity. Can't wait to read his other books!",2009-07-30
Mona,5,Entertaining and quick,Entertaining and quick. A nice and short series of statistical oddities that makes one think twice about what leads to personal success. This is not a scientifically exhaustive approach. But a great listen and easy to follow and absorb.,2009-07-11
Philip,5,Another Malcolm Gladwell success story!,"Another Malcolm Gladwell success story!. ""Outliers - the story of success"" is worth your while! This is what a popular discussion of science (in the sociology/psychology field) should be like. It is entertaining, as well as challenging conventional wisdom. Well written, and energetically read by the author himself. I especially enjoyed the references to the work of the Dutch researcher Hofstede on culture.",2009-06-15
Glenn,5,A must read for parents,A must read for parents. This makes makes you look at things a different way.  The messages it makes with its backup stories are a must for anyone who wants to get ahead and who want their kids to succeed.  This was my first audiobook and I found very easy to listen to and I could come back to it a week later and still pick up easily where I left off. The messages stuck with me. If all audiobooks are like this then I am hooked.,2009-06-10
Chris,5,Entertaining and Educational,"Entertaining and Educational. Malcolm Gladwell's third book is another masterpiece. It is engaging, entertaining, and educational. It's funny to think about the number of people that would have seen me laughing and talking (""really? wow.."") out loud while I was running... luckily I listening to most of it while running country roads :)",2009-06-06
Gloria Franklin,5,Completely engaging!,"Completely engaging!. I found this book completely engaging.  It helps to understand why some can rise to highest level of success.  It has lot more to due with unusual early circumstances than more than just hard work.  What month you are born,  what year you were born in and early exposure to coaching or technology created many of the giant outliers of today.  Takes some randomness of luck out of many of these individuals personal stories, or at least identifies the underlying events that help create the lucky circumstances for these select individuals.  All the outliers are great hard working people who maximized their early advantanges to reach to top of their fields.  Great insight!",2008-12-10
Pamela Harvey,5,"Oh, so THAT's the reason...","Oh, so THAT's the reason.... What an interesting read, overloaded with tons of fabulous connections and hypotheses about how and why the successful seem to go so far so fast.",2008-12-07
Sergio Ramos,5,Fart,Fart. pumpkin is gooders than bad and is yummy for me than you persons in me,2019-12-30
Brandy L Higgins,5,very interesting take on success,very interesting take on success. very logical and easy to follow. I enjoyed finding out more about his theories on success and how it isn't who you are but where you come from.,2019-02-27
Kindle Customer,5,good luck,good luck. that is the best way to get the most part of 8th grade and the other side,2018-09-26
Ernie Rodriguez,5,Shhh don't tell anyone!,"Shhh don't tell anyone!. The secrets successful people don’t want you to know.  This was fun to read, interesting.  If you are planning on raising a family, you should read this book (it might change the lives of your children).  Some very good facts and statistics, explained well.  If they would teach this in school, society might not be filled with so much dogma and inequity.",2018-09-22
Peter,5,Fascinating and Enjoyable with Perfect Narration,"Fascinating and Enjoyable with Perfect Narration. A magnificent contribution to social psychology, this is possibly the best work of NonFiction I've ever listened to or read. Brilliant insights on a unique and fascinating field of research. This book will change the way you view people, culture, the force of history, and the world. The narration was pleasant and perfect.",2017-10-01
Mike,5,Eye opening,Eye opening. Very insightful and thought provoking. Never have looked at successful people this way before. A lot of good explanations on why those that are successful are where they are today.,2015-05-13
Alissa,5,Great reading. Great writing.,"Great reading. Great writing.. A really interesting take on successful people written simply, yet intelligently and read with an easy to listen to cadence by the author. Will definitely look into other audiobooks by this author.",2015-05-13
fishs,5,Awesome,"Awesome. Top of the list read. Don't wait. Read it now. Outliers shows the subtleties of success simply and brilliantly. Haven't you downloaded it yet? Start your 10,000 hours already and become the next outlier!",2015-05-13
Kindle Diva 00,5,Enjoyed This,Enjoyed This. Great information.. Defibitely makes yiu think about the world around you and perceotions of natural talent and success.,2015-05-11
Chris,5,"Debunking the myth of ""self-made men"".","Debunking the myth of ""self-made men"".. Thoroughly enjoyed every minute of this book.   So appreciative to hear a voice of humility amid all the boasting arrogance of success.  Thank you for setting the record straight.",2015-05-10
Kevin,5,Best audible read so far,Best audible read so far. Informative Well performed . Thought changing. Cases studies were excellently researched and dissected providing tons of golden nuggets,2015-05-07
Maren Zimmermann,5,Magnificent book!,Magnificent book!. This book is a Must Read for anyone who loves to think and know stuff. It is a brave book because it looks behind what our society at large wants us to believe and speaks the truth but with kindness and hope for a better future.,2015-05-06
jg,5,Outstanding!,Outstanding!. An amazing book by a fantastic writer/story teller! Each and every chapter is even more interesting than the last.,2015-05-06
Coby,5,Fantastic!,Fantastic!. This book was recommended by a friend.  I enjoyed the in depth look at how and why some people are more or less successful than others.  Great food for thought.  Loved the information on Asian culture and math. Very interesting!,2015-05-06
Cesar Ghisilieri Photography,5,best book by MG,best book by MG. Easley his best work so far. have never realized how many factors are at play to make people successful.,2015-04-20
Mike L.,5,Great and insightful material!,"Great and insightful material!. Gladwell brings to life a body of uniquely insightful factual findings, and walks the reader/listener through an enjoyable journey. You won't regret it!",2015-04-19
Travis Kimathi,5,One of my all time favorites,One of my all time favorites. I love this book and how Gladwell's witty mind works.  It kept me interested all the through...well done Mr. Gladwell,2015-04-18
joey,5,confirms my otherwise unproven theories,confirms my otherwise unproven theories. a very educational and eye opening read. gives you a clear understanding of success and the forces that make it happen.,2015-04-17
Bryan,5,Fascinating and fun,Fascinating and fun. Malcolm covers many different types of successful people and simple explains that such success is based on opportunity just as much as work ethic.,2015-04-16
Anonymous User,5,fantastic point of view,fantastic point of view. I really enjoyed the audio book. This book is very informative and great for educators and people that work to inspire youth.,2015-04-13
Rebecca L. Lafleur,5,Incredibly fantastic,Incredibly fantastic. I would recommend this to anyone and everyone who wants to understand the parameters around success.  Absolutely fascinating.  I can't wait to read some of his other titles,2015-04-13
Deborah,5,Wondering WHY some people are successful!? AMAZING,,2015-04-11
Sarah C,5,Must Read!,Must Read!. Mr. Gladwell's perspective and writing style are amazing. Every book he has published is masterfully written and his narration is superb,2015-04-11
by Josie K,5,thought-provoking,"thought-provoking. Not sure if this means though hard work you can make it or without luck you never can, but it gives much food for thought.",2015-04-06
MECHA SERVICES INC,5,"loved it, 3rd time around!","loved it, 3rd time around!. could read right thru if I wanted to! You will enjoy listening to every moment!",2015-04-05
Kayla,5,Enlightening!,"Enlightening!. Amazing antidotes, great author, leaves you wanting to read more of his books!",2015-04-03
Carlos,5,Must read for EVERYONE!,Must read for EVERYONE!. I loved every second of this book and truly did not want it to end. This book should be read or listened to at least once per year. Phenomenal!,2015-03-31
Sylvia,5,Time well invested...,Time well invested.... Great storytelling to illustrate core thesis. Excellent narraration tone of voice to keep listener engaged.,2015-03-28
Matt Lathrop,4,Fascinating,"Fascinating. This is not my first Gladwell book. I find his perspective fascinating. During my review of the book, I did occasionally think to myself that some of his conclusions are based on anecdote. however overall, I believe that he had an important perspective to the mythology of personal success and rugged individualism.  It was a page-turner. I do recommend this book highly to anybody interested in understanding all of the components that go into making a successful individual.",2015-03-25
Victor,5,A must read,A must read. Loved it. it opens your mind to the things going on around you. Allows you to open your eyes and see people differently.,2015-03-24
Regan Forde,5,True Grit & opportunity,True Grit & opportunity. Fascinating book with some insightful observations by Malcolm Gladwell. Has made me think enormously about how I parent my children and how I was raised. Thanks Malcolm for duchess great book!,2015-03-23
Amazon Customer,5,great book,great book. This is the first book I have read/listened to from Malcolm  Gladwell. it was entertaining as well as informative.  I will be reading his other books.,2015-03-21
Dawn Rodgers,5,informative,"informative. eye opening,  different perspective, geniuses may be born with everything needed to succeed, but if the stars do not align, they will never be recognised as such.",2015-03-17
Author and App creator,5,Malcolm is a great writer and investigator!,,2015-03-15
Joanna Robbins-Gutierrez,5,Fascinating!,Fascinating!. Makes you think of things like nothing ever before. Great listen! Looking forward to much more from this thought provoking author.,2015-03-15
Loren,5,Very interesting book,Very interesting book. Great book for all who would like to know more about what makes a successful person. Lots of interesting facts. Would love a follow up book on more studies. Also loved the interview with author at the end.,2015-03-12
Beauty,5,BOOK OF LIFE!!!,,2015-03-12
clintonclambert,4,Very informative,Very informative. One should reafirma this book because hidden within are one principle to personal and one principal to multi generational success and advancement.,2015-03-11
Cortney Kjar,5,very intersting,very intersting. interesting story/topic and narrated very well. definitely a book I would recommend. it is a boom that can start conversations.,2015-03-09
JFF,5,Enjoyed this book immensely,"Enjoyed this book immensely. Well written, well read, though provoking ideas. Very interested take on underlying factors that lead to success. Wish my teachers would have read and implemented some of Gladwell's ideas, though I am not sure what I would have though, at the time, of longer school hours and less vacation.",2015-03-08
drzuhc,5,Opportunity,Opportunity. The gift of opportunity is a most powerful lesson hopefully the individual can see the benefit of the opportunity. Thanks,2015-03-04
Taylor White,5,"Beyond amazing, a must read for entrepreneurs","Beyond amazing, a must read for entrepreneurs. Every point he makes is well validated. Would recommend to any teenager or aspiring entrepreneur, as this book is incredibly encouraging and proves that many of us have an extraordinary chance to succeed, or at least our children do if we raise, teach, enroll & encourage them in the right way, time and place.",2015-03-03
Carroll,5,A thoughtful work beyond the headlines,"A thoughtful work beyond the headlines. This well researched piece goes well beyond the ""tribal wisdom"" or fables about the lucky individual who miraculously rises above their circumstances....  also well written to portray the salient points.  The best of his works.",2015-02-27
gina fendley,5,Unique!!!,"Unique!!!. A unique perspective of the origins, roots and causes of exceptional people... The perceptive power of Malcolm Gladwell is an outlier in and of itself!",2015-02-27
RAYMOND,5,"Outlier, is all about life's truths!","Outlier, is all about life's truths!. This book is a must read it listen by anyone who wants to get a healthy perspective of what it takes to be successful in your chosen profession or just life itself.",2015-02-26
Brian A. Babb,5,A nice dose of anti-individualism,A nice dose of anti-individualism. Malcolm Gladwell Texas on a journey deep into the roots of successful people to show us that we are more like them then we may have ever imagined. he also provides evidence to suggest that communities cultural legacies are as important as individual contributions in the story of a successful person.,2015-02-26
Rev. Jay McNeal,5,Meaningful,Meaningful. It feels like a story. Even though it's 20 stories it never feels like data research. I'm astonished at how many stories he tells. I often find myself trying to retell particular stories from his book because they seem to relate quickly to the rest of my life and the lives of others around me.,2015-02-24
Patrick,5,well written!,well written!. impressed with the details.  really makes you think.  i wonder what opportunities i missed! will read his other books.,2015-02-20
murphyll,5,Loved it!,Loved it!. Gladwell makes some keen observations based on critical research and has a great reading voice. I really enjoyed this book & highly recommend it.,2015-02-12
Brian L. Yost,5,Great...again,Great...again. Glad well continues to !improve upon his previous great books.  He finds the important details everyone else misses!  Keep it up Malcolm,2015-02-10
Aaron Batilo,5,Really makes you think,Really makes you think. I have thoroughly enjoyed this book. It really make you think about what it takes to be successful.,2015-02-05
s roger,5,Excellent,Excellent. Galdwell's best work. A read for every parent who wants their child to succeed.   Thank you mr glad well. Nvhhxx,2015-02-03
P. Wong,5,Excellent read,"Excellent read. As usual, Malcolm Gladwell does not disappoint with his out of the box ideas about the human condition. Great insights and thought provoking ideas about why someone becomes successful and how circumstance, cultural legacy and chance play a part. I loved it and have more thinking to do on how to transfer some of these lessons on to my own children.",2015-01-31
Sandeep Singh,5,Brilliant listen!,Brilliant listen!. I had purchased the kindle version but got too busy. I bought the audible one and finished it over the daily commute to work.,2015-01-30
James,5,Fascinating,Fascinating. Puts success in perspective and makes you realize that people are truly products of their environment. I really loved it.,2015-01-27
Cathtray,5,Beautifully Prepared & Presented Food for Thought,,2015-01-25
Darell,5,Eye opener,Eye opener. This is probably the most eye opening book I have ever had the pleasure of Listening or reading!!! Thank you for writing this book,2015-01-23
John M. Johnson,5,Fascinating...,Fascinating.... Malcolm Gladwell in his research makes us realize the super successful worked hard but they also had some amazing lucky breaks.,2015-01-22
Alfred,4,Thoughts,Thoughts. a little stressful..Exploited all that I have not done and need to do to ensure mu children's success,2015-01-21
Isaac E. Momperousse,5,"Very enlightening, changes how you view things,","Very enlightening, changes how you view things,. Very enlightening, changes how you view things, definitely worth your time. words words words words",2015-01-17
Kikelomo,4,Enriching!,"Enriching!. It was a very enlightening experience, reading the book. A worthwhile read, time well spent. I like the thorough research and conclusions reached.",2015-01-17
mistaplane,5,Solid,"Solid. great book, provides an interesting take on how success is achieved. The opportunity is out there for everyone, it's just up to you to find it and cultivate it. can't wait to read more Gladwell",2015-01-16
Bernardo Savinon Padilla,5,must read book! excellent!,must read book! excellent!. its great to look back to see your own history of success and why not change it for your future generations,2015-01-15
Matthew,5,"Great book, insightful","Great book, insightful. I found a lot of what Maxwell opened up to be fun and inticing, had a blast listening to this one",2015-01-15
Simrun Kochhar,5,Fascinating!,"Fascinating!. This was my first Malcolm Gladwell book and I cannot wait to listen to the next. Love that it is narrated by Gladwell himself, he has a wonderful voice and intonations are perfect and authentic (obviously, since he wrote it!)",2015-01-10
fahad al-suwaid,5,Great but sometimes ......,Great but sometimes ....... The book is beyond great and the research is mind blowing but sometimes it gets overwhelming but still a very nice book,2015-01-04
Daniel,5,Exciting and thought stimulating,Exciting and thought stimulating. Great narration and a wonderful book.  The book will challenge conventional wisdom and make you think about some of the factors that cause success in your own life. 10/10.,2015-01-04
Niel,5,Opened my mind. Excellent.,"Opened my mind. Excellent.. Loved it... This book is so insightful, and I am recommending it to everyone I know.",2015-01-03
Sergio Cubillos,5,Very revealling!,"Very revealling!. Malcolm Gladwell has the incredible talent of revealing the truth of why some people are successful and others are not.  I highly recommend this book, in addition to any of his other works.  He takes a topic or a story and discovers its true nature. His books are educational, enlightening, and entertaining.",2015-01-03
Marcellus Hendricks,5,Fantastic book!,Fantastic book!. I thought the concepts were presented in an excellent way. Straight forward and easily understood concepts that help you understand the key to success for various individuals from a variety of backgrounds. A must read for all interested in being successful.,2014-12-30
Kristin Austin,5,Wish I'd read this 10 years ago!!,,2014-12-19
A customer,5,very thought provoking,"very thought provoking. helped new understand the reality behind many success stories and answered the fundamental question of ""this guy works so hard, why doesn't he progress?"". The lesson is, working hard is important, but the only thing needed.",2014-12-16
Stephanie Lum,5,Even a fiction lover will love listening to this!,,2014-12-07
F. Ackers,5,"Excellent material, well read, very interesting",,2014-11-20
Jammer107,5,Great read!,,2014-11-18
Matthew Narolewski,4,Great for traveling,Great for traveling. This was a great book for me to listen to in the car. I listened to it on my trip home to Massachusetts. I would and have recommended it to friends.,2014-10-21
adi,5,I keep coming back to things I heard in this book,,2014-10-13
Joel,5,Changed the way I look at success,,2014-08-29
Samuel Wanyonyi,5,Amazing Stuff,,2014-08-25
Fernando,5,This is an excellent book!!,,2014-08-16
grace,5,Lifechanging,,2014-07-26
Steven,5,Spectacular book with incredible success stories,,2014-07-20
Christopher,3,"Great Concept, Good Examples, Lacks Women",,2014-07-18
Brandon B,5,"Good content, some takeaways, can be dry","Good content, some takeaways, can be dry. In Outliers, Gladwell looks at particular success stories and culture stereotypes to explain that our successes and failures are results of our circumstances. For the most part, the individual stories and chapters are interesting but there are some that I found boring. If you enjoy having your beliefs tested and thinking about things in different ways, this is a great book with some practical information you can apply to your life.",2014-07-15
Cory,5,LOVE GLADWELL,,2014-06-25
AJ,4,Interesting....,,2014-05-20
Michael McCunney,5,Classic Gladwell,,2014-02-09
person,5,Explains a lot,,2013-11-30
Tina,5,Great Book,"Great Book. The Beatles.  Bill Gates. Chinese rice farmers.  Such a motley crew.  Who would imagine that they have so much in common.  This book had me from the get go just like a good novel would.  Authors reading their own work is risky business but Malcolm Gladwell ROCKS it.  He knows his material so eel - and it's so interesting - l that it feels like he's telling a good story rather than reading nonfiction. And he's as good a narrator as any - great inflection, perfect pace, fabulous content.  Who could ask for more?!   This book opened my eyes in wonderful ways to what it takes to be successful.  And his insights into the real problems with our educational system, was worth the entire book.  If you are reading this, GET THIS BOOK.  You won't regret it.",2013-11-16
Matt,4,Great Storytelling,,2013-11-11
Anita St George,5,Entertaining!,"Entertaining!. This is a very fun book - informative, interesting, fact-based.  It is not fiction, but it is tremendously entertaining and easy to read.",2013-10-27
A Human Becoming,4,"Fairly convincing, but not enough",,2013-08-31
Adam,5,Terrific,,2013-08-25
Wes,5,Full of interesting research on Outliers,,2013-08-20
Marlene Cole,5,Should Be Required Reading,,2013-08-18
Portia,4,Great book!,,2013-06-21
Jason,5,Awesome!,,2013-05-16
Richard,3,Interesting but not extraordinary,"Interesting but not extraordinary. A book loaded with interesting insights, Outliers is compelling in the way that chain emails capture the attention with their surprising stories. But Gladwell's preoccupation with explaining individual greatness as the product of its unique environment seemed a socialist twist on suggesting that greatness is possible and achieved not by individual effort, but by circumstance, and therefor failure to achieve excellence is acceptable because the circumstances were obviously not favorable or conducive.",2013-05-11
Owwteebee,5,Inightful read,"Inightful read. I have, on paperback, every title that Malcolm has written and I'm just beginning to get the audios. It's really nice that he didn't delegate the voicing of this audio; it wouldn't have sounded believable to me. Listening to the audio is like having Malcolm talking in your head! (I listen with my i-pod).",2013-05-07
IPS,5,Fabulous,,2013-05-04
Ayanna,5,Dry Narration,,2013-03-16
J. McGee,5,The Science Behind the Tiger Mom,"The Science Behind the Tiger Mom. 10,000 hours baby! I tell me kids all the time about the need for 10,000 hours based on this book. Fascinating listen.",2013-03-06
R. Cheung,5,read by author. very interesting. highly recommend,,2013-03-04
LP,4,An interesting and easy listen,An interesting and easy listen. The reasons for success are really quite incredible as evidenced by the research that Malcolm Gladwell has done.  I chose this book because my sons (in their mid twenties) told me it was great.  I was skeptical but pleasantly surprised.  I think listening to this book  would probably  be easier than reading it because of the statistical information.  Not one to read this type of book (prefer fiction and escapism) I expected to be bored but I was intrigued.  It was even more interesting that it was read by Malcolm Gladwell himself.  I would highly recommend this book.,2013-02-24
Brandi L. Kamp,5,Many things may be controlled by happenstance.,,2013-02-22
Rae,5,"The stories in ""Outliers"" gave me new perspectives","The stories in ""Outliers"" gave me new perspectives. The stories in this book helped present new perspectives on factors leading to success.  It prompted me to think about the blend of opportunities, obstacles, hard work, and natural abilities that impact on all of our lives - how we find ourselves in the careers that we are in.",2013-02-10
Sequoia,5,Amazing! Everyone should read this book!,,2012-12-13
Richard,4,Well worth it.,,2012-12-07
Madelyn,4,A book to help re-think success.,,2012-12-05
Charles,5,Challenging conventional thinking,,2012-12-03
Trish,5,Fascinating subject - Hard to put down,,2012-12-02
Tony,5,Compelling,,2012-12-02
Natalie,5,Great book,"Great book. Great book, engaging author, easy listen. I enjoyed this book a lot and would highly recommend.",2012-11-29
Jonas L. Puente,5,Exceptional Read/Listen,Exceptional Read/Listen. Narration is at best... I try to always get books narrated by their own authors. Gladwell truly hit it home with this book. I find myself listening to sections just for fun.,2012-11-29
Cynthia,5,Success Defined,"Success Defined. Gladwell does an excellent job of explaining where success comes from. While yes, it comes from hard work, it also has a strong basis in context and in opportunities. It makes you want to help provide more opportunities for succes to those who work hard, in order to make our country and our world even greater.",2012-11-12
Pete,4,Captivating Anecdotes Loosely Woven Together,,2012-11-11
cfarivar,5,Fabulous Book,,2012-11-05
J. R. Vujovich,5,Utterly fascinating...wanted it to keep going.,"Utterly fascinating...wanted it to keep going.. Really interesting how the author weaves stories and other research into each of the case studies he makes. Plus, there's a bonus interview with the author at the end. Well worth a listen!",2012-10-22
Glenn,5,Interesting Facts,,2012-10-20
Alex,5,Hard work + opportunity + 10k hours = outlier,Hard work + opportunity + 10k hours = outlier. A very provocative and interesting read.  A definite recommend.,2012-10-04
Jill,5,"Outstanding! Better than Blink, I thought.",,2012-10-01
Jonathan,5,Great book.  Looking forward to listening to more,Great book.  Looking forward to listening to more. I love the detail provided to a classic problem on success.  It is relaxing to know that while my child may not be best in the world based on our current societal makeup and birthday.  He or she can still be good by devoting time and energy and by parents creating opportunities for expert support.,2012-09-20
jenny,5,A meaningful book about meaningful work.,,2012-09-03
Jeffrey,5,Powerful and Pertinent Subject and Presentation,,2012-08-11
HT,5,My first Audible experience - did not disappoint!,,2012-07-28
Austin,5,Genius,,2012-07-24
Eric A. Watkins,5,My first experience with Gladwell - Excellent!,My first experience with Gladwell - Excellent!. I picked this title based on reviews I'd heard of Gladwell's work and wasn't disappointed.  Found it to be insightful and thought provoking.  A great book for those interested in the learning more about the 'secret to success'.,2012-06-12
Joshua,5,"thought provoking, insightful",,2012-06-12
Justin,5,Fantastic,,2012-04-23
Amazon Customer,5,Facinating!,,2012-04-23
Paul Jury,5,Great non-fiction!,,2012-04-23
Craig J. Cheney,4,Insightful study!,,2012-04-16
Diane,5,The best so far!,The best so far!. I was already a big fan of Malcolm Gladwell and I found this to be his best book yet!,2011-02-21
Dean,5,Great informational storyteller,"Great informational storyteller. I was concerned a book like this would end up reading like a textbook...dry and a snoozer. But, Malcolm weaves may stories of the ""average"" individuals who become the worlds best in a variety of fields...weaving the common thread and showing how we actually prevent more from becoming that same world changing level of skill.",2010-09-12
Eric,5,This book changed my life,"This book changed my life. I was stuck in a rut as a croquet player.  After reading this book, I began to understand that you don't excel at something unless a) you put in an enormous amount of time and b) you are in the right place at the right time.  I followed a) and found myself in b).  The result is that my croquet game has improved by light years.  This principle applies to anything in life.  Reading this book was an epiphany for me.  Few books have impacted me in this way.",2010-09-07
Jayme,5,A Different Look at Success,"A Different Look at Success. I really enjoyed this book. Gladwell makes you look at how people succeed in a totally different way. The thought that it takes a person 10 000 hours to become really good at something is somehow depressing and inspiring at the same time. Also, the thought that even if you put in the time to become a master at something that a person only becomes successful under the right circumstances is also a little depressing. But it was definitely a worthwhile read and really gives you something to think about.",2010-07-27
Paul,5,Still recommending this one!,Still recommending this one!. Long after I read this I've been mulling over the ramifications of what shapes our success (and failures). Probably edges out 'Blink' and just a little more interesting for my line of work than 'What the Dog Saw'. Both of those books still worthy of the highest rating.,2010-07-09
jeanvers,4,cool and the gang,cool and the gang. I liked it. I think it's the perfect book for people who want to make sure their kids be overachievers. haha.Really it's a interesting book an hope you get it and enjoy listening to it. It definitely gets you thinking.,2010-04-19
Seif,5,Brilliant!,Brilliant!. A wonderful book that opens one's eyes to so much! Gladwell rocks!,2010-03-16
david,5,Outliers,"Outliers. I've listened to it twice and will listen again to gain the subtle points that got past me earlier. Great book, highly recommended.",2009-10-29
Miramaribelle,5,Inspiring.,"Inspiring.. Such original thinking, so many interesting new ideas. An inspiring work, one that really altered my view of accomplishment. And while I rarely think the author is the best reader, Gladwell is super. Don't miss the interview at the end.",2009-10-27
Marilyn Belleghem M.ED.,5,Success Takes Support,Success Takes Support. I was both saddened and encouraged as I saw ways my youth hindered my success in some areas and promoted it in other directions. I also read with the viewpoint of myself as a parent and ways I influenced my children's achievement or lack of it. A worthwhile read!,2009-10-20
Ana,5,One of my favorite books hands down,One of my favorite books hands down. this book is a classic and beautifully written.,2009-10-14
A0A2 95AB DC34 69C9,4,Thought provoking,Thought provoking. This book provides a lot of food for thought.  Outliers is written so even my parents can understand and appreciate the principles surrounding hard work and opportunity it discusses.,2009-09-18
ken Wheeler,4,Yeah but...,"Yeah but.... Yes opportunity is important. No very successful person I know says any different. I have never heard any very successful person say ""I got here because I am great"". They have always said ""I just happened to be in the right place at the right time"".",2009-09-08
Vladi,5,"Must read for young adults, parents and teachers","Must read for young adults, parents and teachers. This book discusses what made the Beatles, & Bill Gates, the significance of IQ and what made Chris Langen one of the worlds highest IQ's a farmer in the midwest. This book also discusses why most Hockey players and Baseball players are born in a 8 month period. I'm still listening to the book but recommend it to everyone.",2009-09-05
Carlos,5,This audiobook is outstanding! it's an outlier!,This audiobook is outstanding! it's an outlier!. Once I started listening to it I could not stop. It gave me some explainations I wondered and neaded. I normally listen to my audio player when I am walking. Sometimes listen to music sometimes to audiobooks. But when I stated this one I just wanted to walk all the time with this audiobook.,2009-09-05
Brian,5,Awsome Insight,Awsome Insight. Malcolm has an knack for seeing things from a fresh perspective. He helps his readers to step back and see the bigger picture.,2009-09-01
Ethan,5,Outliers,Outliers. SImply awesome. I recommend you also watch his interview at the 92st. YMCA on Youtube. Together I got even more out of the book.,2009-08-30
Joshua,5,Really interesting and fun,"Really interesting and fun. I loves this book, I found it to be wonderfully written and extremely insightful. Beyond the academic aspect, it was just plain entertaining.",2009-08-28
Sibyl White,5,Simply the Best,"Simply the Best. This is simply the best and most insightful book of its type that I have read or listened to. It has profound implications, especially the section on education. The interview with the author after the book is equally interesting and worthwhile. Read it, listen to it, think about it.",2009-08-25
Marcio Campos,o,Outliers,Outliers. Excellent Book !,2009-08-25
Horace,5,More Edgy than Usual for Gladwell,More Edgy than Usual for Gladwell. Another great book by Malclm Gladwell.  Everything he writes is great.,2009-07-29
Jeehoon,4,Entertaining and fun to listen to... but...,"Entertaining and fun to listen to... but.... I enjoyed listening to this one and thoroughly liked it. However, I also noted that the ideas that Gladwell suggested in this book are not of his original thinking... they are researches performed by other people. The way he combines other people's research is no doubt very good, but I also feel that he might be taking credit far more easily than the people that he took the research from...",2009-05-28
Eric D. Barstad,o,Loved it!,Loved it!. Highly recommend it!,2009-04-20
Ben,4,Good but not great,"Good but not great. Tipping Point and Blink were a much better read then this latest effort from Gladwell.  Still, I enjoy his incredible research!",2009-04-13
Paul Tomasch,5,perfect read!,perfect read!. very interesting book. I did not want to stop listening to it. Completely different than what i read before. a must read for everyone.,2009-03-12
Jerry from Mesa AZ,5,He needs to also review motivations to succeed,"He needs to also review motivations to succeed. Excellent book with lots to think about.  However, I often thought while reading that he is not considering the influence of personal motivation which may also be effecting individual's success",2009-03-05
Ricky,4,If you like his other books this one is a must.,"If you like his other books this one is a must.. Another must read book by this author. My preferences in order are: Blink, Outliers and Tipping Point.",2009-03-02
Ginger,5,Gladwell does it again,Gladwell does it again. Gladwell continues to give us new views into our society and its workings. Great stuff. There is a lot here even if some subject are open to ongoing debate. I do think Gladwell should be a bit more forthcoming in discussing the opposition to his statistical conclusions though.,2009-03-02
Mike,5,Where and When you were born,Where and When you were born. This book explains how and why (in theory) people become very successful.  He gives a fantastic perspective on birth dates and opportunities when you're young.,2009-03-01
Samuel,5,Fascinating,Fascinating. I couldn't stop listening. It kept me up late several nights in a row. This is probably Gladwell's best to date.,2009-02-17
