,stars,review,date,country
8628,1,"Entertaining, motivating - an easy read. I have always liked Malcolm Gladwell's books, and this book is no exception. I have recommended this book to my teenage children, and both of them have enjoyed the book. he book derives from many resources, and draws on many interesting anedotal evidences. While the anecdotes definitely make the book very easy to read and often very entertaining, they are nonetheless sometimes over-extended to 'prove' a point. Although I was very interested in the innovative rice-paddy hypothesis that Malcolm Gladwell proposes to explain the high success rate of Chinese children in Mathematics, I had a hard time to believe in this theory as the root cause. I say this, despite the fact that I was a good math student and graduated from an engineering school, and am of Chinese descent. Nonetheless, the many anecdotes used often substantiate the main theme of the book very well. However, compared to Geoff Colvin's ""Talent is Overrated: What Really Separates World-Class Performers from Everybody Else"", this book is more entertaining than authoritative. espite these shortcomings, I still highly recommend the book, because of its motivational value and its highly readable style and content. The theme is clear. As long as we are average or slightly above average in IQ (110 or above), what differentiates between success and failure is lots of hard work and practices, and being there at the right time and right place. By definition, nearly half of all of us possess the intellect to excel. Whether we eventually are successful depend partially on luck, but also much on our motivation and how much we want to succeed. ther than this book, I would recommend interested readers to also read Geoff Colvin's ""Talent is Overrated: What Really Separates World-Class Performers from Everybody Else"". njoy and succeed!",2009-07-07,
8629,1,"Gladwell's best, most readable, book yet. A great book for management issues and group discussions",2009-07-06,
8630,0,"Painfully Boring!!!. My opinion is that the author came up with an idea of what made some people successful and then ""backed into"" the supporting evidence. He is extremely redundant and downright boring at times. His opinions could have been summed up in a 10 page book.",2009-07-02,
8631,1,"Very Interesting. Gladwell's thesis of hard work, and LUCKY conditions creating the basis of success (Gates, Jobs, NY Lawyers, etc.) is undermined by his final chapter advocating KIPP schools for poor kids. Schools that drill and kill are the opposite of what creates affluent children's success. And advocating hard work without the other ancilliary opportunities available to affluent kids is much more likely to create ""hard working drones"" than it is to create outliers, the way Gladwell discusses them in the beginning of the book. he book started well, and then mysteriously undercut itself at the end. Weird.",2009-06-29,
8632,1,"Great Book!. I would recommend this book to parents, students, professionals &amp; kids in middle school as well. It is an amazing book, which emphasizes the importance of hard work &amp; passion for any goal. The only part which I disagreed with, was relation between Math &amp; Chinese methodology for counting, as reason for why Asians excel in math. Asians are good in math agreed, but if you look at Indian methodology for counting, it is no different from Western. History shows lots of great Western Mathematicians to support my point. More research was needed for that chapter.",2009-06-29,
8633,1,"Unique take. Outliers give us a unique take on success. But it does not give us many hands on tools for our own performance improvement. For this, I would highly recommend Full Throttle by Dr. Gregg Steinberg",2009-06-27,
8634,1,"Interesting. The book had some interesting topics but throughout most of it I asked myself, ""how does this apply to me? To my life?"" And, I answered, it doesn't really. It felt like the author was proposing that success is much about the luck of the draw. . .kind of a depressing and unhelpful hypothesis if you ask me. Some of it, however, was useful for possible policy change.",2009-06-22,
8635,1,"Hard work and emotional intelligence. I've always been curious about the archetypal ""overachieving"" type; the person with a 4.0 GPA, supplemented with a vast resume of extracurriculars and seemingly guaranteed placement at some selective, elite institution. They seem to effortlessly master their studies, creating a very bothersome imposition in the back of my mind that made me feel inadequate. For awhile, I felt that there was something innate these certain individuals possessed, hardening my fatalistic perspective about the world and making me question my own self-worth. ladwell essentially put everything into perspective for me. People aren't just born ""with it."" The typical stories describing the ascent to success by prominent individuals oftentimes, if not always, obscure the social, cultural, economic, institutional and fortuitous elements that allow that person to rise in the first place. This book, replete with credible substantiations, investigates the lives of many successful people, like Bill Gates and Joe Flom, and show how particular environmental factors and fortunate circumstances led to the realization of these individuals' potential. The story of success is always more complex than the simple tales of ""rags to riches."" This book comprehensively examines not just individuals, but systems (like public education), and stereotypes (such as Asians being good at math) to provide the reader with a deeper understanding of what provides the proper foundation for high achievement. hough, let me be clear: this book does *NOT* suggest that sheer hard work is somehow irrelevant, or weakly relevant (i.e. ""it's all luck""), in one's pursuit of success. To the contrary, this book emphatically illustrates how crucial hard work is to the fulfillment of success. The book, however, indicates that hard work goes hand-in-hand with opportunity. Your intellectual potential might have you be a great computer programmer, mathematician, or businessman. Unfortunately, it might very well go to waste without the resources needed to foster the development of such potential. There's no point in having a warehouse of hardy seeds without the fertile soil to plant them in. his book has inspired me to push onward with my studies, to work incredibly hard towards mastery of subject material and to seek opportunity and claim it upon arrival. Highly recommended book! nother on the subject I tore through recently and recommend strongly in addition to Gladwell's book, because it's great and it includes an online test of your emotional intelligence is, Emotional Intelligence 2.0.",2009-06-19,
8636,1,!!!Read All About It!!!. I read Outliers for my reading class and it opened my eyes to a differrent perspective. Everyone who reads this review should do the right thing and pick up this book.,2009-06-10,
8637,1,A Must Read. This is a book that really makes you think---very interesting and you wish all your children had birthdays in January. Why?  Read the book.,2009-06-08,
8638,1,"Outliers Good, but Not Sound Research. Malcolm Gladwell's book ""Outliers"" is an interesting read; however, the premises of the author regarding sucessful people are not based on research in the field of giftedness.",2009-06-02,
8639,0,"Outliers has some interesting concepts and is certainly thought provoking, but after a few chapters you 'get the idea' and can lose interest.. Outliers has some interesting ideas and concepts, but some of the charts and research get a bit redundant. Once you sort of 'get' where the author is going, it is difficult to continue to read. I enjoyed some of the ideas and this book did stimulate some good discussion among my friends who also read the book. I would have preferred to wait for a paperback and not bought this in hard cover. Some of the chapters seemed almost 'added on' to lengthen the book once the idea was presented.",2009-06-01,
8640,1,"An Awesome Read. As an educator of gifted students, I found this book an interesting and enlightening read. This book should be included on every college's freshman reading list. An awesome read for every student, educator, and professional!",2009-05-26,
8641,1,"Compelling. Gladwell is a very talented writer who has clearly put in 10,000 hours practicing his skills and has been lucky to have been given the opportunity to put those skills to use. I highly recommend this book.",2009-05-26,
8642,1,"Interesting Read... Lots of Applications Possible. This book is an interesting and easy read with information applicable to numerous fields and disciplines. As an educator training pre-service teachers I plan to utilize some of the theories in courses I teach. There are indeed ""outliers"" everywhere. r. Patricia McDiarmid ssistant Professor pringfield College pringfield, MA.",2009-05-23,
8643,1,"Above Ordinary = Outliers. Outliers is an incredible look at how opportunity and training can create success. Especially helpful for teachers and parents or anyone in an educational setting. I loved the 10,000 hours makes for skill idea.",2009-05-18,
8644,1,"The Avant-Garde View of Success. ""No one-not rock stars, not professional athletes, not software billionaires, and not even geniuses-ever makes it alone."" That, at least, is the view of renowned sociologist and writer Malcolm Gladwell. In his latest book, ""Outliers: The Story of Success,"" he questions common assumptions about achievement. For example, he argues that there is no such thing as the ""self-made"" man. His conclusions, though rooted in common sense and sociological studies, are often unconventional. You may be surprised to discover that your upbringing and even your birthday have just as much of an influence on success as your IQ or work ethic. utliers is not a self-help book. It offers very little practical advice on ""how to succeed."" Rather, it takes an impersonal and sociological (though no less entertaining) approach to success. You will, however, be surprised at how much you can get out of Gladwell's writings. Although it does not give the reader a significantly greater knowledge about how to succeed, Outliers will definitely put into perspective the excessive emphasis that our society places on ""success.""",2009-05-15,
8645,1,"Outliers: The Story of Success. ""Outliers: The Story of Success"" by Malcolm Gladwell is an interesting account of the life paths of several very special people - ""outliers"", as Gladwell calls them. He focuses on the reasons for their success, keying in on the factors that are usually overlooked when we examine their lives. While he does not deny that a lot of people's success comes from their own hard work and their personality, Gladwell adds that his ""outliers"" should be most thankful for two main elements: opportunity and legacy. He splits his book into two parts accordingly. pportunity, Gladwell says, is really all about luck and how you seize your chances. Citing such famous outliers as Bill Gates, The Beatles, and J Robert Oppenheimer, the author shows just how these men were able to seize their opportunities on their way to success. A lot of it was luck, where the men were just at the right place at the right time. But the main idea was that these men worked at everything they did. Gladwell introduces his ""10,000 hour rule"" as the true key to being world-class in your field. he second part of the book focuses on legacy, and how specific groups, based on where their ancestors came from and what they did, are best suited for different jobs. Gladwell writes about the early struggles of Korean pilots, and why Asians are so good at math because of working on rice paddies. Our legacies have a great impact on the way we think and act. ladwell's book is an interesting tale of the circumstances needed for success in the world. Its discussions of the important values we must hold and the reasons behind them can surely help out anyone looking for inspiration, and teaches us to seize our opportunities and understand our legacies.",2009-05-15,
8646,1,"""Outliers"": insight into performance and success. I was very impressed with Malcolm Gladwell's ""Outliers."" He brought into focus things I've often thought were the case, but couldn't prove: namely success has everything to do with the artificial barriers society puts up, not to foster success, but to limit achievement opportunities to those who already have the resources behind them. For example: A case could be made against high school advisors who fail to advise and help students who want to go to college, not because of their grades or test scores, but because of their race, gender or parent's financial status.  Who should read this book? Those overhauling the ""No Child left Behind"" program and all teachers, administrators and others concerned that the US education system is falling behind. State testing programs really only help those who are not proficient (and may never be, regardless of the resources being heaped upon them!); it does little to help those that have the potential to excel and be leaders. We fail these individuals miserably!! y only criticism of the book, is that it largely focuses on males. Most of the examples could be generalized for females, but the ommission was conspicuous by its absence.",2009-05-13,
8647,1,"Interesting read since it exposed the reader to a realistic way to look at how and why people succeed. A well-written and easy to understand approach to understanding individual success.. I enjoyed M. Gladwell's approach to presenting a comprehensive presentation of the path to success across different careers and cultures. ""Outliers"" allows the reader to think differently about how people within specific cultures become more successful than others. A positive approach to achievement that enables the reader to feel more empowered about oneself.",2009-05-09,
8648,1,excellent read. great read. Well written... very thought provoking,2009-05-03,
8649,1,"Outliers written by Malcolm Gladwell. Finding a way to success can be achieved from reading Malcolm Gladwell's book, Outliers. Throughout the book, the theme of achievement drives the reader to want to learn more about how to obtain it. From this, Gladwell then proves his point of the meaning of an outlier, someone who has been given an opportunity and uses it to their full advantage.  Tips of how to gain success are then given which motivate the reader, ""The emerging picture from such studies is that ten thousand hours of practice is required to achieve the level of mastery associated with being a world-class expert in anything""(40 Gladwell). Real situations are given with proven research, which leads Gladwell to making inferences on the true meaning of accomplishment, ""Successful people don't do it alone. Where they come from matters. They're products of particular places and environments"" (119 Gladwell). The highest intelligence is not required to be successful; it is all based on opportunity, hard work, and support. Along with many other facts, this proposal is expanded even more throughout the book. fter reading the book I felt like I had gained something from it. I recommend this book for the reason that it kept me interested the whole time. The context was inspiring and very informative. Everyone can relate to the theme of this book being success.  However, I recommend this book for teenagers and adults, who might be making decisive life or career decisions.  Malcolm Gladwell's book Outliers is a superior resource to guiding one's own future.",2009-04-30,
8650,1,Enlightening. Mindblowing research and case studies,2009-04-13,
8651,1,"We Are All Outliers. Also read Gladwell's Tipping Point. Outliers was recommended by someone who's accomplishments I greatly admire as having a provocative thesis about success. Enjoyed this book more than Tipping Point; it is more personal and has a very uplifting conclusion. We are all outliers -- anyone, with perserverance and opportunity, may be successful. Organized as a series of bios and stories about highly successful -- but not necessarily famous --people, including Bill Gates, to make points about opportunity. Opportunity is not equal according to Gladwell but it is critical to high levels of success. Reading this book gave me a new way to look at and think about what happens to students in schools, and workers in the workplace. It isn't only aptitude or luck that makes the difference!",2009-04-13,
8652,1,"Interesting.. As with Malcolm's previous works, it keeps you interested. He tries to open your mind in many ways, and does so in a less patronizing way than others. I find I know many people that fall into his assessment of what makes the differences between an outlier &amp; someone who just missed out on opportunity and for which reasons. Try it for yourselves.",2009-04-06,
8653,1,"Read it for a couples book club. Good, but not something I would normally pick.. Interesting and thought provoking.",2009-04-06,
8654,1,"An Exhilarating Read. Gladwell proposes that the opportunity to gain 10,000 hours of experience is the necessary factor in the success of talented people. From Mozart to the Beatles, the robber barons to the digital dynasts, Gladwell supports his proposal with interesting biographical information. eplete with anecdotes, studies and statistics, The Outliers is fast-paced and highly interesting. One can argue with the validity of some of his examples. Are you a reader who enjoys quibbling with an author whom you admire?  took exception to the inference that because admission to an inner city school was based on a lottery that the students represented a cross-section of the community. The interview process limited the pool of applicants to parents and students who had made a commitment to hard work and long hours. ut his argument is quite convincing.",2009-04-06,
8655,0,"If Your Not Mensa....Don't Bother!. This book was recommended...????? ound it very hard to understand. Not for General Readers, Students, or Professionals.",2009-03-25,
8656,1,"Malcolm Gladwell's book, Outliers. An outlier is one who has reached achievement in a way that was given as only a chance for them to take. Malcolm Gladwell's book, Outliers, is a captivating written work by involving many real life situations. Not only does it involve Gladwell's own inferences on the success of life, but with the aid of real scenarios that help prove his point. The initial reaction to the word, outlier is not that of Gladwell's. Throughout the book, the meaning of the word outlier to Gladwell, is expressed as people who are those who have been given opportunities, and who have had the strength and presence of mind to seize them. he book is a guideline and proof of how success is reached. The theme guides Gladwell into motivating subject. He starts with the point that professional athletes are where they are at because of when their birthday falls in the year. The ones with birthdays at the beginning of the year have an advantage with size and therefore more practice times and better teams are given to them from the initiation. Gladwell believes that, ""Success is the result of what sociologists like to call accumulative advantage"" (30 Gladwell). With charts of the professional athletes birthdates, he proves his point. ladwell continues the idea by explaining that success is not just handed to individuals. A computer programmer doesn't just already have the knowledge of how to create life long used software from the day they were born. The practice and hard work, is requisite to acquire the skill. From this Gladwell, comes up with the ten thousand hours rule. After questioning many of today's profitable people, one being Bill Gates, Gladwell finds out that all of those people practiced what had made them who they are today for at least ten thousand hours, ""The emerging picture from such studies is that ten thousand hours of practice is required to achieve the level of mastery associated with being a world-class expert in anything"" (40 Gladwell). his book wasn't just loaded with interesting facts. With encouraging advice the book, provided examples and research of ways that accomplishments can be reached. By starting out in life with the highest IQ, isn't always the lead way to getting ahead. Gladwell talked about studies done on those who started life with the higher intelligence and ended up nowhere. ladwell almost gives a sense of hope for those who are average in intelligence. That is why I recommend this book; because of Gladwell's reasoning that success comes from opportunity, excess of hard work, some start of intelligence not necessarily the highest, and lastly support. ""Successful people don't do it alone. Where they come from matters. They're products of particular places and environments"" (119 Gladwell).  By reading this, it made me enjoy the book, and words from Gladwell. I agreed with his theories at all times. The matters that he had brought up, I had never thought about before. From this it gave me a new view of success and was encouragement for myself to work for it in my own life. With the sense of what it takes for an accomplishment, it makes the reader want to learn more of how to do it and that they aren't as far away from it as they might have thought. For that reason, is why all readers should read this book, because it puts a true meaning on life and where one can lead their own path into the future.",2009-03-24,
8657,1,"Bravo!!. I have been a serious fan of Mr. Gladwell's since ""Blink."" Not only have I read this book, but I bought a hard cover edition to accompany my kindle edition. I bought the hard cover at B &amp; N, so I could loan it to my daughter. I especially was struck by the segment on social intelligence. Given all the recent discussion of the best and the brightest, it makes you wonder if AIG did not waste it's money on the glibbest and most charming, not the smartest. I have recommended it to all of my friends with small children. I am now really glad we did not push my daughter into school early. As anecdotal support for this book the daughter in question graduated from MIT and in now a JD/MBA. This book could change your life and probably will change the lives of your children for the better.",2009-03-23,
8658,1,Another Awesome Read from Malcolm Gladwell. If you liked Blink and The Tipping Point don't miss Outliers. Gladwell again gives us a framework and ideas for thinking differently -- this time about society's most successful people and what it took to get to the top.,2009-03-22,
8659,1,"Outliers is a Scope to a New Outlook. First off, Outliers is a great read and I think everyone from all backgrounds or professions should read it. It's more of one of those ""universal"" books. he first thing I noticed about the book is that Gladwell REALLY did his research here. It began to seem as though the book were more about statistics and reviews rather than his own opinions, however maybe I'm wrong and I was missing the big picture. The extensive amount of quotes baffles me and they all flow nicely. I really liked how Gladwell makes everything into lament's terms no matter how complicated it may be, and then he reviews over what is happening as he makes his stories out of quotes and statistics. verall, great read and an interesting book and I hope more people get a hold of it.",2009-03-17,
8660,1,"A great source for gaining a wider world perspective.. The blending of research from multiple disciplines into a new scientific perspective helps us understand our world and how it operates. The approach taken by Gladwell is thought provoking and well supported, and should be read by all students (12+) and all adults looking for and interesting perspecitve on the world, and their own social setting.",2009-03-16,
8661,1,"Fascinating, A MUST READ!!!!. I've read all three of Malcolm Gladwell's novels. His work is always exciting! This one doesn't disappoint. I am enjoying every minute and definitely recommend to everyone and anyone. My husband and I are reading this one together. As parents of 2 young children, this book has inspired us to have a different thinking approach to the learning process. It reminds us of the importance of even seemingly small tasks. For instance, reading books every night and having the kids ""read the book"" back to us is a great experience for them. Even though they can't read yet, they are participating in the process. I totally agree with his premise regarding education. We should all get actively involved in our children's lives by providing opportunities to learn. With the proper guidance, we can teach them to participate and think independently, instead of taking a back seat in life. I don't care whether my kids are the next Bill Gates or big shot lawyer making a zillion dollars a year. I want them to be happy and have every opportunity to be successful and hopefully, in their own small way, make a difference on this planet.",2009-03-12,
8662,1,"Luck Not Strategy. This is a fascinating read, although not what I expected. r. Gladwell throws a lot of facts and figures, only to be told that luck may be more common than not, toward success. This was a disappointment to me and may be to others as I was hoping to find new strategies regarding success as an entrepreneur. n a nutshell, if I am in the right place at the right time, through no necessary knowledge on my part, I will get pay dirt.",2009-03-09,
8663,1,"Very informative. ""Outliers"" is very informative. In a few chapters I could relate to the experiences of people who I know personally as well as to those of my own. The chapter of 10,000 hours is especially significant because of projects I have undergone myself in which it has taken as much time to be acknowledged by others in proficiency.",2009-03-09,
8664,1,"Success: More than Smarts. Malcolm Gladwell's new book, Outliers, has come out at a perfect time when people are looking everywhere to find the key to success. The past few years have brought about many bestsellers telling readers the simple steps to becoming successful. Yet what Gladwell presents in his book is that people's hard work and perseverance isn't only what leads to their success; it's what they have no control over, like culture, heritage, and upbringing, which ultimately provides them with the opportunity to succeed. n his novel, Gladwell provides many current day examples of ""outliers"": Bill Gates and the Beatles, and on a smaller scale, hockey players and a little girl from the Bronx. Gladwell dissects their lives, and thoroughly displays how each person was able to become successful from factors besides innate ability and talent. In a sentence, it is more about rising to the occasion when given the opportunity, more than pure smarts and ability, that makes one successful. t is by no fault that Outliers is highly acclaimed. As a writer, Malcolm Gladwell is a very articulate and concise writer: he is able to piece together his thoughts and ideas in a manner that presents his focus in a clear and effective manner. Also, his style of writing allows him to present many modern day examples, which the reader can relate to, to back his thesis, and then reconnects them all to each other in the end. Once you get going, it is almost hard to put down this book; it becomes so intriguing that you'd rather find out Gladwell's next component to success than do anything else. No downsides of this novel even come to mind. Overall, Outliers is a book that anyone and everyone should read to understand what it takes to become successful. his has yet to be the first wonderful book that Malcolm Gladwell has written. His first two novels, Blink and The Tipping Point, are just as highly acclaimed and for good reason. Similarly to Outliers, each book is thoroughly supported through research, and each concept presented in the novels is clear and simple to understand. Any of Malcolm's Gladwell's books are a great read, and promises to keep the reader intrigued through its findings.",2009-03-03,
8665,1,"Outliers Explains Success Surprisingly Simply. Malcolm Gladwell's ""Outliers"" has explained individual success as Jared Diamond's ""Guns, Germs, and Steel"" explained regional success. Success is a combination of good luck, application, and perserverence. But, luck is always a part. There are no self-made men just as there is no racial superiority. Interesting and easy reading of a compelling argument for this conclusion.",2009-03-02,
8666,1,"Mr. Gladwell Does It Again. Malcolm Gladwell remains my favorite new (for me)author of the past 5 years. Each one of his books has been surprising, intriguing, well researched, even better written and still in my mind months later. However, Outliers has even more surprises tucked away right up until the end. his book contains compelling research into why some succeed more than others and you will be astounded at his conclusions. This is must reading for all those who wish to understand human achievement and how to expand it. s with Tipping Point and Blink, Mr Gladwell not only holds my interest but presents his material in such an excellent manner that I retain what he has shown me from chapter to chapter. A fine writer to achieve that these days. ravo!",2009-03-02,
8667,1,"Fascinating and Compelling Read. I have loved all of Gladwell's books, but this one perhaps the best. This book like his others gives one a new way to look at what is happening in the world. He takes questions that many people have wondered about and gives some unexpected answers with research to back up his findings.",2009-02-26,
8668,1,"""Out"" of this world. Gladwell's ideas are compelling and this is no different- Outliers shows how people aren't really born out of this world- they are given rare opportunities and work at it to make the most of those opportunities. The Beatles played 10000 hours before they made it big; Bill Gates was on the computer for his entire teen years before he made the leap to create MicroSoft; and lawyer Joe From was litigating takeovers for years before he became world-renowned for the niche attorney market. Gladwell has interesting takes on what we should do since that is the case- have staggered schooling to match birthdates; school all year round, etc. It's a good read, but there are questions- what about athletes? Does race play a factor?",2009-02-23,
8669,1,"The Outliers - It's more than creative genius. I found ""Outliers"" to be a highly informative, useful, and entertaining follow-on to ""The Tipping Point,"" another terrific book by Gladwell.  His basic theme is that when judging an extraordinarily successful individual, you have to look beyond his or her own background and achievement to the surrounding ""elements"" such as family, friends, years of practice, and setting. Invariably, the confluence of circumstances and individual effort are behind what may superficially appear to be a typical rags to riches success story. It could serve as an inspiration to young people who might recognize similarities between the examples in the book and their own circumstances.",2009-02-20,
8670,1,"In this interesting, well researched book Malcolm Gladwell discuss what the real factors to success are.. In this interesting, well researched book Malcolm Gladwell discuss what the real factors to success are. He debunks the myth of the self-made man who succeeds through hard work and determination alone and uncovers the luck that helped these people out along the way.<br /><br />I liked the way the book is presented. Gladwell takes this information, that some people are predestined to suceed because of their circumstances, and interprets it as there are a lot of other people out there who could also be big successes. If Bill Gates achieved so much because of opportunites he had in high school then how many stories like Bill Gates' would we have if all high school students had his opportunities? By not recognizing the hidden factors to success we are failing to realize, as a society, the full potential of many people. <br /><br />Its an interesting idea and definately makes you wonder about your own life. What has happened that you don't even realize to get you where you are today? What hidden talents do you have that were just never given the opportunity to shine? Unfortunately without Gladwells' extraordinary data analysis skills these are hard questions to answer. Still, if this book makes people even a little more aware of unequal advantages it could be helpful in leveling the playing field.<br /><br />I listened to this book on audio, read by Gladwell himself. He does a great job and the book has an easy flow that is pleasant to listen to. The interview with him at the end about how these ideas apply to his personal life is especially interesting.",2009-02-19,
8671,0,"If you want to know why you can't be successful .... This book is a book that tells why others are successful. It has nothing to do with the reader, unless you were born on a certain day, had certain parents, etc. etc. <br /><br />Blah blah blah.<br /><br />Nothing useful unless you want to know why you can't succeed and why you can't do anything about it.",2009-02-18,
8672,1,Awesome. Malcolm Gladwell is a phenomenal writer. The book is insightful on how one's environment and community can/has dictated many people¿s successes. An easy read; eye opening experience.,2009-02-17,
8673,1,I consider this a must read. Gladwell's best effort so far. Essential reading for young people to obtain a more realistic understanding of the value of hard work and practice. You have to put in the effort to get to the top.,2009-02-16,
8674,1,Outliers. Unique and interesting,2009-02-16,
8675,1,"A quick read following up the work in Blink. A great read, who's central idea is that the factors behind bigtime success are more than an individual's own work. Whereas Blink shows us that 10,000 hours of hard work are necessary to be considered awesome at something, this book goes into the factors that lead to someone being able to get those hours.<br /><br />It isn't based on the best evidence, though. Usually, we need statistics to explain things like this, and though I'm sure he has a fair amount of research that proves his point (or provides evidence for it), the majority of the explanations are through anecdote.",2009-02-16,
8676,1,"I gave this as a gift. I haven't read this book yet. I bought it as a gift because the author's concept sounded intriguing. I am the ""queen"" of the paperbacks so I will probably wait until it comes out in paperback before buying it for myself!",2009-02-16,
8677,1,"Fantastic. Outliers is one of the best non-fiction books I have ever read. I would highly recommend this book to anyone, especially students and professionals. Gladwell's continuation of the idea off of Tipping Point and Blink is a great idea. He brings a new approach and freshness to literature.",2009-02-16,
8678,1,"One of the greatest books I have ever read!. Malcolm Gladwell has truly outdone himself. I read Freakonomics recently before reading Outliers and while I really enjoyed Freakonomics, I felt Outliers was more interesting and relevant. Gladwell expertly explains how certain people have become successful and what factors affect one's success, while also answering questions like why Asians are good at math. The book includes information from experts and even quotes from the various people discussed in the book, making Outliers all the more credible. Gladwell's writing is fantastic, easy to follow, and makes this book a real page turner. The book has a nice flow to it, each chapter building on the previous one. Gladwell nicely ends Outliers with his own family story about success, which illustrates all of his arguments presented in the book. Freakonomics exposes the ""hidden side of everything,"" but Outliers exposes the ""facts and reasons behind everything."" I recommend it to everyone I know and one of my friends liked it so much she read the entire book in one night. I loved this book and looked forward to reading it everyday. I learned so much and loved every chapter. I even learned to look past common misconceptions such as ""rags to riches."" I cannot say enough good things about this book. It will change your outlook on life and any previously held beliefs you had about success.",2009-02-10,
8679,1,"Gladwell does it again. This book is a must read for anyone, expecially parents, students, coaches and educators as well as anyone who wonders if hard work pays off, whether practise makes perfect, or that sometimes adequate is good enough.",2009-02-10,
8680,1,A must-read for those interested in the psychology of humans.. Well written and compelling. It makes you think about why some people do so well and others fall short. Gladwell's study on the little town of Italians in Pennsylvania makes you wonder about the 'science of friendship and camaraderie' and the need for more 'community' in our lives. And it makes you think about how well you prepared your own children to make their way in life.,2009-02-10,
8681,1,"Awesome and relavant. I am a Licensed Marriage and Family Therapist as well as a Licensed Professional Cousnselor and in a world where so many still want to put all of who we are simply based on genetics or all of who we are on environment it is awesome to have some logitudinal studies on the fact that it is nature AND nurture AND not just what you know AND not just who you know but all of the above! I have been pointing out some of these ideas over the last few years and love having this volume to point to as examples of just what I have been talking about. Well put together, thought out, and entertaining.",2009-02-10,
8682,1,"Malcom Gladwell is dynamic once again. I purchased this book after reading reviews from NPR, and AARP. I was familiar with the author after reading, an loving, his work in BLINK. Once again Malcom Gladwell has a hit. This is a fascinating book that's not only entertaining,and hard to put down, but inspiring and educational as well.",2009-02-10,
8683,1,Great book. I got this book for my son who is studying to become a doctor and he loved it.,2009-02-09,
8684,1,Those who think they are outliers should read this. Ought to be required reading for every Prep Boarding School.,2009-02-09,
8685,1,"Get Insude Outliers!. From Junior Hockey in Canada, to programming with Bill Gates and Paul Allen, to the crew of a passenger jet headed for the side of a mountain, Outliers is a must read for anyone in business.<br /><br />If you want to be successful, Outliers should definitely be on your bookshelf. The book presents a series of unrelated groups and events with a consistent theme of right place, right time.<br /><br />It is an easy read not filled with statistics and technical jargon. Yet, the book takes on a life of its' own and flows from chapter to chapter.<br /><br />Malcolm Gladwell's ability to research a topic and then present it in a clear, understandable format makes this a great read from cover to cover. I plan on adding Blink and Tipping Point to my reading list!",2009-02-09,
8686,1,"Why are some people successful and others are not?. This highly readable books examines the roots of success, and debunks a lot of common misperceptions. The examples are fascinating, particularly the research done on the ""best"" athletes in Canadian hockey.<br /><br />The basic point from this book is that the best are not always the most successful. Generally, people get to be successful at something as a result of circumstances which in several example has to do with the timing of a person's birth.<br /><br />""Outliers are those who have been given opportunities--and who have had the strength and presence of mind to seize them.""",2009-01-31,
8687,0,"This book  OUTLIERS is interSeting. However, it could be much clearer if reframed in the idea/truth of REINCARNATION.. - WHERE certan attributes are passeed on from one incarnation to another",2009-01-26,
8688,1,"Great Food For Thought. I listened to the audiobook version of Outliers because I'd heard Gladwell read an excerpt from the book during a radio interview and I really appreciated his interpretation of his own material.<br /><br />This book is great ""food for thought"" and simply asks us to consider more profoundly how external influences do indeed play a role--often a major role--when one reaches a level of extreme success. He does a great job of proposing alternate theories for why certain individuals achieve GREAT success as compared to the old tried and true beliefs such as: ""If anyone works hard enough, they can pull themselves up by their bootstraps and really make something out of themselves"" or ""If you're really smart and rich, you've got it made in this world"". The book prods one to think carefully about educational systems, parenting, and other social systems in our culture.<br /><br />I didn't expect that Gladwell would provide a science-based thesis or definition of ""success"", nor did I expect a ""how-to"" manual. I found the book to be very entertaining and thought-provoking, and in that regard, my expectations were met handily.",2009-01-15,
8689,1,"Forced. I loved ""Blink"" and ""Tipping Point"", but ""Outliers"" fell short of what I expect from Gladwell. Not only did the book ramble along seemingly without much thought given to organization, but I felt like Gladwell was forcing data to fit his ideas rather than researching with an open mind. Some of the information was interesting and thought-provoking and some of the book was close to boring. I found myself having to re-read passages because I had blanked out as I lost interest. The best part of reading ""Outliers"" is in comparing Gladwell's earlier writings with this effort and realizing one success does not guarantee another.",2009-01-06,
8690,1,"Theory. OUTLIERS is an interesting book but I don't feel it is especially enlightening or in most cases practical. We have no choice who our parents are, where or when we are born, and much of the material in the book is based on these circumstances.<br /><br />Warren Buffett in his book, THE SNOWBALL, speaks of the Ovarian Lottery and it is hard to challenge this. It may be that with the information we are given in OUTLINERS, assuming it is factual, that we might want to make some decisions about when our children enter school. Certainly being in the right place at the right time has always been advantageous in life.<br /><br />Children born to good loving parents with positive parenting skills will always have a definite advantage in life no matter where in the world they are born. It doesn't hurt to have a little luck but in most cases luck is the result of preparation. As Gladwell states: ""Luck is winning the lottery"". Though many parents would like to blame others for their children's misgivings all should feel a responsiblity for our children's successes and failures. <br /><br />Everyone will have many opportunities in life. The key is to be aware of them and take advantage of them as no one knows when the last one will arrive.",2008-12-22,
