,x,y
461,"Another brilliantly thought provoking read by the masterful Malcolm Gladwell. Amazing! He shines a new light on the ideal of what it is to be successful. By doing so it inspires the reader to take this new perspective and apply it to their own life and opportunities. Malcolm Gladwell never disappoints me as an author, and he certainly didn't disappoint me in this book.",2
462,"Excellent read. Thought this was going to teach me about success, instead it was an eye opener to something even better. Practical steps are not always required for a book to be great, the only we need sometimes is a change in mindset/ paradigm shift, and this book did that for me.",2
463,factual. Interesting data and in depth research provides insights that are logical and factually supported. Well organized and a fun read.,1
464,Three Stars. 1000 HOURS.... IT IS TRUE,0
465,"Thought provoking.. I really enjoyed this book however I don't think it goes far enough. Why aren't all the hockey players born in Jan,Feb,March?",2
466,"Absolute Must Read. Can't stop talking about it, months later.. I read this in the summer and would re-read chapters because I was fascinated with the stories/evidence. By far it is the most incredible dinner, business conversation piece I have ever read. People will be amazed when you ask them a question like: ""Do you know what ties together most of the Junior Hockey League Professional players?"" ""Do you know what causes most major airline crashes?""",2
467,Fun to read and enjoy authors growth. I have always enjoyed the content of Gladwell's books; but as he grows from a researcher to a world renound author his books are becoming more enjoyable to read. I look forward to reading his next book.,2
468,"Easy, quick and informative. This book was hard to put down. The ideas presented by Gladwell are approachable and very useful. The anecdotes are a little redundant but they serve to hammer his points home and by the end of the book you’ll find them well worth while. An easy, quick and informative read that I plan on revisiting",2
469,Superb book on understand the drivers of social mobility. I read it in 2 days. Truly inspiring and though-provoking. I cried on the chapter about the Christopher Langhans of the world and learned a great deal about parenting ( for future reference). I was challenged as an educator. I wish information like this was available when I was a teen and my parents would've been in their early 30s. I will use this as a tool in adjusting my social mobility.,2
470,"As a small business owner I had hoped to get .... As a small business owner I had hoped to get something out of this book that I could use myself. Since the bulk of the stories are about 19th century immigrants to NYC, I didn't get too much. I didn't take the stories as much more than an indication to look around and see what could be done to improve myself with the ideas and skills that I already have. Already doing that.",0
471,The book Outliers is a perfect book for those who want to be suc. The book Outliers is a perfect book for those who want to be successful because it takes you through a journey to your success.,1
472,Two Stars. It was OK. A little slow.,0
473,"One of the best reads I had all year. Hard to put down.. If you've read David & Goliath or Tipping Point, Malcolm takes us down a different and very thought-provoking road that explores what makes people successful and happy. It also showcases how humans interact with machines and their surroundings as Malcolm shows us why things (and people) failed or went wrong.",2
474,"The Building of exceptional Children. A book every parent of school age children should read. What does equality of opportunity really mean? Knowing how the game is played, and how that will affect your child's success is thought provoking. If you have a child with talents or abilities this book could help you maximize his chances for great success.",2
475,"Fascinating and thought-provoking. It takes a special insight to uncover truths that have always been there, but never been identified. Gladwell brings together evidence - and hindsight - to show how the most special of humans have been the product of their circumstances, opportunities and timing, which allied to hard work and talent makes people outliers. The lesson is that people can thrive only if given the opportunity and resources to do so, and in an oblique way is a damning critique of the winner-takes-all culture in Western societies, and the enormous inequities of inherited wealth and privilege.",2
476,Another great book from Mr. Gladwell. After Tipping Point and Blink we have another great book.,2
477,One Star. Book is full of unsubstianted talk about research that the Author did not do.,0
478,Four Stars. Thank you,1
479,"Time and chance. ""The race is not to the swift, nor the battle to the strong, but Time and chance happen to all,"" so says the Teacher in Ecclesiastes. Outliers seems to verify this aged wisdom. I liked seeing it explained better than the Teacher did by Mr. Gladwell. It was less than 200 pages, kept a nice pace, made its point, & finished. Recommended for those who've thought there's more to success than meets the eye.",2
480,"Outliers-Keith. Outliers is another insightful look by Malcolm Gladwell at what factors contribute to extraordinary performance by individuals in many walks of life. Not that you can take those insights and make yourself extraordinary, but you understand that there are opportunities that present themselves to you throughout your life that can make a difference, depending how you respond to them. A quick read that offers pause for reflection and a refreshing look at the dynamics of success.",1
481,Interesting book. I really enjoyed this book. it was eye opening to read about the different factors that led to success for people like Bill Gates. definitely recommend.,1
482,"A very nice read. This is such a nicely written book, that I finished it only in a week. The concepts are so mind-opening and it changes your perceptions of things totally. I would highly recommend it.",2
483,Very thought provoking. Really enjoyed the content but I wasn't thrilled with Gladwell's performance of it. Still very much worth the listen.,1
484,"An explanation of occurrences of phenomenal success. ....and why belief of our society as a true meritocracy is wrong. Often as a child, I was taught that this country is a place where one could pull themselves up by their bootstraps and be successful. I knew this was false narrative as some are never given the straps, and the boot is reserved for certain folks. Great read.",2
485,Five Stars. Great book!! Priceless!,2
486,Interesting book.. Perfect read.,1
487,"Intriguing Insight. Captivating scenarios- obviously immaculately researched. While time invested is a commanding observation, Forrest Gump may have summarized all with chocolate.",0
488,Good book with lots of information. Lots of information in the book that makes you reflect and understand how timing fits into many things. Also different pieces of history throughout the book.,1
489,"Brilliant.. I think that Outliers should be required reading in high school. It's not just insightful, it actually helps you understand how to succeed, and overcome obstacles you didn't even know you faced. Brilliant.",2
490,"Awesome read for motivation. I must admit starting the book with references on sports were not very interesting since I am not a sports fan, however the whole point was to reference how people's circumstances translates into an opportunity. With each example he gave, he backed it up with reasonable background information.",2
491,"Salient and grounded. ​Gladwell argues that success is tightly married to opportunity and time on task. He states that it takes approximately 10,000 hours to master something and that gives me comfort. It helps me feel better about my many failures at initial attempts to master things (like glazing pottery, algebra, Salsa dancing, skiing and sewing... to name a few). I kept thinking, ""I've just got to put in more hours if I want to do better.""",2
492,Like alana. This is boring.,0
493,"Five Stars. Excellent information, easy to read and extensive research to illustrate concept presented.",2
494,"Another good Gladwell delivery. Gladwell delivers another great read with his simple and efficient perspectives. If you liked his earlier books, you will not be disappointed with Outliers.",1
495,"Bravo!. I'm a bit late to the Gladwell party, but definitely glad I came! Outliers was thought-provoking and a fast, excellent read. After reading several negative reviews that Mr. Gladwell has a tendency to over-simplify things, I think that those reviewers are missing the point. I believe several people have said that as well. I must be a simpleton because I'm having a blast reading all of his books. I finished Outliers, then I read The Tipping Point and now I'm reading Blink! Can't wait for David and Goliath! Bravo Mr. Gladwell, Bravo!",2
496,Product delivered quickly. Excellent condition,2
497,"Very thought provoking. Absolutely loved Outliers! Very well written and with so many fascinating points. I want to read it again to make sure I picked them all up! (Be aware that this is not a quick and easy read; it requires your full attention and time, but it's so incredibly rewarding and fulfilling!)",2
498,Great shape.. Thanks for the fast shipping and great item!,2
499,"an educator's look at success factors. This was an amazing research project as to what makes some people successful, however, the section on Korean pilots was too long and not relevant to me as an educator. The most relevant to me was looking at kids' birthdates and how it forced them into academic or athletic experiences they weren't mature enough to handle.",1
500,Gladwell has presented a series of functional and useful paths to success. Gladwell has presented a series of functional and useful paths to success. I look foreward for his further observations on the subjects.,1
501,"Gladwell is a Fabulous Narrator. The outlier theory is fascinating, and I appreciate the knowledge I gained from each and every story, but a few were a bit lengthy. Gladwell's voice, however, is smooth like jazz, soothing like a hot bath. I swear it was like one long massage for my ears. I could listen to him talk forever....",1
502,"Anecdotal evidence. This book has an interesting concept and is well written if one likes to read newspaper articles. Given its author, its not suprising it is crafted in a journalistic style. However, it was an interesting read that proposes a believable theory of how people succeed through practice and fortitude.",1
503,"OK Read/ AWESOME Message of Hope. I received the book in the mail yesterday, and I'm almost done. It's a very easy read. The author proves, through a series of logical examples, that those that our society deem ""the great ones"", have more to do with a series of lucky breaks meeting preparation than some innate ability. That being said, the book gave me hope. It is definitely NOT written in a hopeful or inspirational tone. Its redundant points are presented very logically and matter-of-fact (other reviewers say ""boring""). Potato/po-tah-to... Example after example....after example, the pattern that emerged for me was destiny is real, that even as early as our birth, the universe is conspiring to lead us in the direction of our purpose. We each have a series of ""lucky"" breaks as well as unfortunate events that are directing our paths. We can chose to lean in and pursue or be crushed by the redirection. Once I shifted my focus, the authors examples were exciting and eye-opening. As I said, I've not yet completed the book. Gladwell may very well bring it together in this way by the end (fingers crossed), but regardless, reading it from that aspect makes it much more of a page turner.",0
504,Required MBA Reading. If you want an MBA you'd better read this book. If you already have an MBA you'd better read it.,1
505,"Makes you think. This book certainly makes you think and is enjoyable to read. It can open up a new way of evaluating how we look at successful people and how opportunity and circumstances shape our own lives. While some may argue that the book leaves success up to chance, I believe the author shows that it takes the combination of giftedness, work ethic, and the ability to take advantage of unique and incredible opportunities to be successful.",2
506,My personal review. What the author did with the book is what i liked about it.For example is where he tells us how the date of birth determines if you are going to be good in sports. Another example is where IQ isn't about everything you need to be smart. Like i was saying with the IQ it just doesn't always require an high IQ to be smart for example a layer you just don't need a hi IQ buts also a fast moving thinker so you can back up the defendant.,1
507,"A different book. I was told how good this book was so I purchased it. It is a different approach to the subject of doing well in ones work. It gives a good outlook on those who may not be considered ""winners"". It was a challenging book for sure and I would recommend it to all those who want to succeed in life.",1
508,"Stating the Obvious. Had high expectations about this book given its reviews and mention of how it would change one's life and make you feel clever. Unfortunately, none of that happened. ""Outliers"" should probable be best seen as a collection of anecdotes and observations...some interesting, some bland, many unrelated.",0
509,The book outlines the things needed for success. Great book. Gives a completely new perspective on successful people.,1
510,"Not my favorite. I kept waiting for the meaning of the book until the last page. The facts were interesting, but I got very little from this book except that success takes time and commitment.",0
511,Gladwell always a must read. Very easy reading and brings together all the those things you could see but couldn't quite put your finger on.,2
512,"Delivery. Despite paying extra for shipping, the book still took forever to arrive.",0
513,"I did not know that .... Read this book, as ever Gladwell sees behind the glitz of reported genius to show much is structural and the 10,000 hours applied to Bill Gates and The Beatles shows how they were ready to take up the opportunity which came their way. If you do not read this you will miss an opportunity for yourself.",2
514,"Really great read. I absolutely loved this book. It's clearly written, suspenseful and engrossing, it has great examples and overall taught me a lot. Great read, makes me want to work harder and have more grit, as well as hopefully figure out what innate advantages kids born in the 80s may have! 😀",2
515,"Entertaining and provides some food for thought, but don't take it too seriously. Some of the reviews here are as if not more interesting than the book itself! Mr Gladwell's Outliers is an interesting read to be sure. It is my first Kindle purchase and I read it in one night, so it is neither long nor difficult to digest in a short amount of time.",1
516,a good read. good read - worth the £3 or so,1
517,Gladwell’s unique perspectives are a gift. I am a big Malcolm Gladwell fan. None of his books disappoint and Outliers is no exception. If you enjoyed this or any of his other books I would recommend that you listen to his Podcast called “Revisionst History” it’s phenomenal.,1
518,"Okay. Okay, nothing special.",1
519,"interesting. Interesting, as all his writing has been.",1
520,Wonderful. Good book.,1
521,"A must read!!. Wow I love this book, I adore the author, this is, I believe, his best work.",2
522,super book. great author,2
523,"I'd like to find a way to include it in my .... This book is a must read. I'd like to find a way to include it in my curriculum at school. Especially the 10,000 hr rule. Students need to know these things as do the parents. Poor kids (and their parents) think if they dont get it right the first time they are failures at life, and this is being reinforced by parents and teachers. It breaks my heart! Thank you for writing this book and sharing these insights.",2
524,"Interesting pop science book - not scientfic, but is interesting. I thought this was a fascinating look into stories of success. What's key to notice is that although Malcolm Gladwell claims, or at least suggests, that he's looking at things scientifically, what he's really doing is telling stories. For instance, he doesn't really pin down what he means by success in the book, which makes the whole thing a bit tricky.",1
525,"Great Anecdotes and Insights, But Doesn’t Tie Back Together. Great anecdotes and insights, but the book doesn’t bother to tie these findings about circumstance back to the central theme of becoming a successful person or “outlier” yourself, which I assume is its mission. For some I imagine it would actually achieve the opposite goal, an existential fear of always being “in the wrong place at the wrong time” through its extreme determinist viewpoint. I still loved the book, but I think it may be harmful for certain people to think this way, especially if they weren’t very confident about themselves going in. [AUDIBLE]",0
526,"Stubborness and consistency win the day.. Gladwell has made his mark in the popular culture media. If I am not too mistaken, he tells us here that success can come out of the unexpected , but laced, with consistent effort. What people label as failure and success needs, he finds, need a new appreciation. I am somewaht discomforted, however, by the idea that much of this is out of conscious control and is merely accidental.I recommen other books of Gladwell for th enjoyment of an active mind at work.",1
527,"One of the best I've read!. During a discussion during a recent checkup, my doctor recommended I read this book. It gave me a totally new way of looking at life and success. I now understand more clearly why some people seem ""luckier"" than others in their lives outcomes. Very eye opening. The Author is fantastic, and I love the way he closed with his personal story. I will read more from Gladwell!",2
528,Five Stars. perfect,2
529,"GOOD BOOK. Very interesting and motivational. I'm only writing this review to meet the twenty word requirement on the kindle review, so yea.",1
530,insightful indeed!. Story of success is a classic read and has been an eye opener for me. Success truly is not only result of luck or opportunity alone but what you do of the luck or opportunity...,1
531,"Educational leadership research. As a doctoral student, I was assigned this book. I now begin to analyze how it can be used for educators as they delve deeper into student and staff conversations. How can we use this knowledge to lift up students who we would otherwise put down and ignore?",1
532,Great read for an athlete. Very well written book to give any athlete.,2
533,"Nature vs Nurture. The debate of Nature versus Nurture is an old one. Hero culture, that idea of individual exceptionalism willed from “boot strap” beginnings, prevails heavily in the US. What this vision lacks is the detailed history and nuanced perspective on all of the circumstances that set up success in spite of all other factors.",2
534,"Thought Provoking. Gladwell has once again used his unique writing style, his meticulous research and his ability to tell a story to produce an eye opening and thought provoking book. I recommend this book to anyone who engages in out side of the box thinking.",2
535,Mostly fluff. Kind of a good book with the 10000 hour rule and everything but the rest is mostly fluff for me.,0
536,"Inspiring Read. Very good read, this book helped open my eyes and view the world in a different way. I always thought that rich amd successful people were born that way, I never knew that luck had such a big factor in it.",2
537,"Well written. The author, Malcolm Gladwell, probes .... Well written. The author, Malcolm Gladwell, probes into the backgrounds of several successful individuals (plus one band) to identify what it is that has led to their success. What he finds is a relatively consistent pattern of conditions, choices and effort. My takeaway was the importance of reflection and mentorship in the lives of others.",2
538,"Causes one to stop and think. Really an interesting read! I can't quite ""buy"" some of his theories but it is so thought-provoking that I passed it along for all my adult kids to read, too.",1
539,"Very Interesting. Gladwell does looks at things in a way that many people don't. There isn't one cause to success as more of a sequence of events, timing, and luck. Recommended.",2
540,"Wonderful. Bought this following a recommendation and loved it. It’s honestly one of the best books I’ve read. Interesting, intriguing and fascinating. The groups studied are varied and broad and the stories covered will allow you to glimpse ways that we are and aren’t responsible for our success. I couldn’t put it down. The chapter on Korean pilots was very moving in its detail and tragedy. Will read more of Mr Gladwell’s books as a result.",2
541,Good. Was an interesting read. New insights to ponder on success. I found some of the stories and points a bit too repetitive at times.,0
0,"A great read and worth every penny!. My first Malcolm Gladwell book and definitely not my last. The book does a great job analyzing talent and success, and the seemingly minor or unnoticed entites that play a large part in determining the disposition of a person. There are a million reviews on this book but I feel it was well written and very entertaining; I found myself not wanting to stop reading! 'Outliers' will be a book that will not just sit and collect dust. This was a great book and great purchase.",2
1,"Senior English. Dear Mr. Gladwell,  am a senior at Hatboro-Horsham High School. For our English class this year, we read Outliers: The Story of Success. Outliers seemed like the perfect book to evaluate our essential question; to what extent do time and place define a person? The purpose of having an essential question is to promote greater levels of thinking, which, in turn allows us to evaluate situations with a new perspective that looks beyond the obvious. The information presented in Outliers was perfect for our English course because it evaluated each situation with a deeper outlook. For instance, instead of coming to the conclusion that Korean pilots are naturally inclined to crash planes, the book evaluated reasons such as Power Indexes, and different cultures' tolerance for ambiguity. It is logical process of evaluating all aspects of a situation before jumping to conclusion that makes Outliers relevant to our course of study. hile reading the book, I found some of the presented answers to be illuminating while I found others to be overly general. For instance, Chapter 2 discussed the 10,000-Hour Rule, which I found to be rather interesting because it explained why people like Bill Gates are successful. Many of us often wonder what it takes to be next Bill Gates and I found it surprising that the answer is practice. My dad, like most parents, is always telling me that practice makes perfect. I've always found it hard to believe that practice is all it takes but I have to admit that, after reading Outliers, it does make sense. When I used to play violin, I found that the best violinists were the ones who practiced a lot. They were the ones that took lessons early in their childhood and as a result, they are able to accumulate many practice hours. However, I am glad you pointed out that other factors like opportunity and time play a role in determining success. he chapter that I found most insightful was Chapter 8: Rice Paddies and Math Tests, in which you discussed a theory on why Asians are so good at math. As an Asian, I was really glad that you chose to address this topic because many of my friends subscribe to the misconception that Asians are naturally good at math. I have always wondered; why exactly are Asians good at math but time after time, I have failed to procure a reasonable answer. I was almost convinced that maybe Asians are just naturally good at math when I read your book. I found it rather interesting that there was a correlation between hard work in the rice paddies and one's ability to do math. Reflecting back, it makes perfect sense because those in my school who are the best at math are the ones who don't give up. I was also surprised that you related math and language. I tested your theory that the Chinese language makes it easier to memorize numbers, by asking my dad to repeat numbers in Chinese and it turns out that he could remember them. On the other hand, I could not when I repeated the numbers in English. (Cont. on next review)",1
2,"Outliers - Gladwell - A Good Tour of the Outer End of Normality. I read the book as it is on a reading list for my job. It is an easy read and I caution you about the actual science behind it; we readers just swallow some things without checking. However, it is, like many of his books, a good tour of the subject and worthy of our time.",1
3,Five Stars. I like Malcolm Gladwell books.,2
4,"A Different Perspective on the Nature of Success. I have read both of Gladwell's previous books, and this one is another fascinating achievement. The book reads much like his other books, Blink and The Tipping Point, with some overarching themes and a lot of interesting examples, data, and narratives.",2
5,"An ""outlying"" point of view of events, personalities and .... An ""outlying"" point of view of events, personalities and circumstances that have shaped our world, our nation and our fortunes. Well worth reading.",2
6,"3rd time I read/ listened to this.. great material. my only issue with it is the fact that even if the greatest, rarest opportunities and circumstances become available to someone very few will run with them and stick to it for at least 10000hrs. that's the critical component that's lacking in this book.",1
7,Why is it rated so high?. This book is just a bunch of stories. There is less than 10% of useful information in it. I couldn't finish it.,0
8,"Interesting research in a readable format. I have read several Gladwell books but this is my favorite. The idea of what components create ""successful"" people gave me much to think about as a classroom teacher. Gladwell looked at success from a variety of angles and presented his information in a clear, well written style. I gave copies to friends as I found it so interesting.",2
9,"Outliers: The Story of Deceit. This book was a novel I had to read for class. While I am one who believes success can be attained through hard work, there are other factors that play into success, such as talent. Gladwell tries to dispel this, but in the process places himself in a corner. He claims talent is a small pool, and then uses a small pool that are not talented to argue against. Unless it is an overwhelming majority, there is no basis for argument.",0
10,"Great read. Galdwell is one of the premiere authors and presents such interesting facts in story form. This book made me realize how lucky some people get such a Gates being born at the right time. But it is not all luck. His 10,000 hour rule is the biggest takeaway I came out with. I highly recommend this for all people, especially adults with young kids.",2
11,Interesting Read. Interesting read but why do I have to write this Amazon? I am just looking to read for a few minutes to elevate my insomnia and this is not helping.,1
12,Good insight but very boring. The insight was interesting but I found that this was just an exposition into different lives and jumped around too much. There was very little story or anything to keep me entertained and I had to force myself to finish this book.,0
13,Five Stars. One of my favorite books ever - sent this off on a book-donation-gig.,2
14,A 'recommended read' for anyone in recruitment. Dispels a .... A 'recommended read' for anyone in recruitment. Dispels a lot of myths and is also an interesting read on how some people have become extremely successful through luck and perseverance.,2
15,An interesting and easy listen. The reasons for success are really quite incredible as evidenced by the research that Malcolm Gladwell has done. I chose this book because my sons (in their mid twenties) told me it was great. I was skeptical but pleasantly surprised. I think listening to this book would probably be easier than reading it because of the statistical information. Not one to read this type of book (prefer fiction and escapism) I expected to be bored but I was intrigued. It was even more interesting that it was read by Malcolm Gladwell himself. I would highly recommend this book.,1
16,"Very interesting. Gladwell posits that the root cause of someone like Bill Gates isn't merely that he is a highly motivated and hard working genius. In order to rise as high as he did, he needs to be lucky. With Gates, it was his high school giving him access to a computer and then allowing him to spend a semester as an intern.",1
17,Great condition.. It seems people are only reviewing the actual story not the product. I bought the paper back and it’s in great condition.,2
18,Really?. I honestly don’t understand this book has gotten too many good reviews. I simply got this book over somebody’s suggestion and regretted. It really kicked off with a good start and i have to admit it that held it out until part 2. By the end of the jamaican part I completely lost my interest in book. It got me bored when it started overdiggind individual stories.,0
19,Eye Opening and Thought Provoking. One of those books everyone should read. A different way of looking at things we all assume we know all about already.,2
20,"Excellent use of examples and data. This nonfiction piece was the required reading for students taking AP Language in the fall at our local high school. I read it so I could work with a young girl I mentor.As a former high school English teacher, I found it very engaging- a difficult task for non fiction writers. My teen reader also liked it.",1
21,Boring. Very boring,0
22,Outliers allows us to take a deeper look at the ingredients of success. In outliers we are exposed to the various factors that have contributed to the successes of a diverse set of individuals. It highlights the fact that no one is successful solely on the basis of their own work or talent. It exposes the true story behind success.,2
23,Not what I expected. I had seen this title recommended by a few sources and thought I should give it a try.,2
24,Really interesting text. Well written,2
25,Five Stars. A PRESENT!,2
26,A good buy.. Well documented and presented analysis of research on outliers.,2
27,"Outstanding, love every chapter. Hooked from day one, was not familiar with the author and now I understand why he keeps hitting home runs, every book is a best seller, cannot put it down.",2
28,"Thought provoking. This is one of those books that at least five people tell you to read and you don't until years later, then you realize it's brilliant.",1
29,Great service from the seller. Fantastic customer service and a great product,2
30,"Good read. This is an interesting book. It seems to be well researched and the referenced studies are incorporated into the text very naturally. It's not a difficult book to read, and if you had a long journey coming up I'd recommend this book as a travel companion.",1
31,Outliers. Interesting facts to keep in mind for having more opportunities in life. Specially that we can improve with our efforts,1
32,"Interesting Stories and Ideas. Some really interesting stories and fascinating ideas. Not sure I agree with it all. The author is great and is an excellent writer. I will read more books from this author. The premise is that it is not who you are, but rather where you are in history/time that decides if you will be great. All the robber barons of the American Industrialization were born within a few years of each other. Steve Jobs, Bill Gates and more tech geniuses were born a few years apart. I do seriously like the idea that it takes 10,000 hours to master something. However, these people were born at the right time to get to 10,000 hours sooner than anyone else is what is proposed. It is probably true, but a little depressing at the same time. What can you spend 10,000 hours on before anyone else? Do that, and you will be the best in your field and quite possibly make a spot for yourself in the history books. A very enjoyable read!",1
33,Must read. It's a must read. MG is articulate and crafts his thoughts without rambling on and saying the same thing over and over. He doesn't say the same thing twice. He says what he needs to and gets to the point. Each point is unique and supports the main idea. Very little repetition in this book.,2
34,"Interesting. Love the book. Fascinating from cover to cover. Makes me rethink a few things. Luck is a big contributor to success. Turns out 10,000 hours and a number of other things, even going back generations and culture are also at work. Loved it.",2
35,"Sucess analysed like never before. Malcom Gladewell uses amazing insights and showcases how individual success is a function of ' being at the right place, at the right time'.",0
36,Bounce now outliers. Another fascinating insight into the story of success. I first read Bounce which roused my curiosity on success and now Outliers further provides evidence that hard work and a great amount of luck can determine future success. As a teacher and sports coach these two books have had a profound affect on my thinking and therefore my work.,2
37,The title is the best part. I was disappointed with this book and considering stopping a few pages into it and returning the darn thing.,0
38,Five Stars. excellent,2
39,"Gladwell gives us more food for thought. As in ""Blink"" and his other books, Gladwell gives us a lot to think about, using a number of examples, this time including The Beatles, Bill Gates, and South Korean pilots. His basic thesis is that, while most successful people are smart and hardworking, the ""outliers"" are those who have been given the opportunity to work very hard and get the 10,000 hours of practice that is required to be very, very good at something.",2
40,"This may be the best of Malcolm Gladwell's books. Have you ever run across a book where just a small part made the purchase worthwhile? Even a good title can sometime work that way (though rarely), i.e., ""Feel the Fear But Do It Anyway."" Usually we hope to get more from a book for our dollars than a short title, but the idea is there. For this reviewer, Malcolm Gladwell's chapter introducing the ""10,000 hour rule"" becomes one of those books where at least one thought sticks out. Summarizing the author's idea: it takes at least 10,000 hours of work and experience in a field to become expert at that field. The Beatles, for example, spend long weeks and hours flying to the Continent for gigs, before bursting onto the world's stage in 1963-64.",1
41,Great book. Suberb writing,2
42,"Well written and some good examples but I'm not sure how balanced this is. This has some good stories to illustrate the points and I enjoyed it. I'm not sure how balanced it is - everything is presented as fact when I feel that there should be a counter view. As other reviewers have said, at its heart this is something you could get across in perhaps 20 pages. It's testament to the author that he keeps you reading and engaged with many more pages than that.",1
43,Interesting thoughts. Which sound convincing. In India we often see lives transformed based on this critical opportunity. Have seen many brilliant careers subdued cause of a lack of exposure a sense of entitlement that many don't have.,1
44,Best read ever. Extremely grateful to the author for this wonderful book,2
45,"Superman Might Not be so Super. I like that this book took a different approach to those that seem to rise above the rest. Gladwell did not glorify, rather, brought them back down to the ground for us to see. It actually follows suit with thoughts on who you surround yourself with and being at the right time in the right place. It isn't the individual as much as having access to the opportunity and proper support. Superman isn't super without his powers nor did he himself create his powers. The one rub with this book is the narration. Gladwell has this sinister tone that would be good as a villain in a1920s detective story or a Batman villain.",1
46,great book. So many things to discover and learn about. The curiosity of Gladwell is amazing and gets you as excited as he is about it,2
47,Five Stars. This is the best book I have ever read fantastic,2
48,"why some succeed and some do not. I , having a mid year birthday, made note of those born in January and also those in December and that the year's difference in age made a difference in their schooling. I have also done some ethnic profiling, noting in a general way that ethnicity can influence what may be termed aptitudes. Of course, any book which supports one's own views is going to get rave reviews from its readers. It is certainly worth a read.",2
49,Fascinating. This is so right on! I never realized the advantages or disadvantages of when you were born had so much to do with your life outcome. Of course if you were born during the depression you wouldn't question that premise. But in today's time it is still very applicable. This is a book you want to keep on the shelf.,2
50,"Highly recommend!. Incredibly interesting variety of stories that come together perfectly. Very well thought out, clear and concise. We'll researched and covers some topics very often brushed over. Excellent read.",2
51,Three Stars. OK,0
52,Four Stars. Gladwell is fun reading.,1
53,"A book packed with interesting and unusual information. After reading several biographies, each about 900 pages long, it was a relief to read Malcolm Gladwell’s “Outliers”, which contains 285 pages of text. Despite its relatively short length, it is a book packed with interesting and unusual information.",2
54,"Pointed & Personal. Collecting the pieces of research as he did makes Gladwell's work a well woven mystery. That opportunity, hard work, historical factors and other inputs contribute to success, it is the orchestration of all of these contributions which point to a greater grace behind it all. The commitment of others in our lives is so crucial to making a difference and this is amply illustrated in what is not said like the many early mornings of a hockey family, the many late nights of a scholar or long hours of a concert pianist. However, it is in the story of Gladwell's family where his greatest illustration is made. The points he has crafted throughout the book become personal. We can see a lot of our own life in these examples.",1
55,"Culture's Role ... More than you think. Outstanding insight. I'd heard about the ""10,000 hours"" to achieve mastery, now I understand it. His explanation of the role cultural background plays in our society explains what I could never figure out.",2
56,quality. Good stuff,0
57,Great book!. GREAT BOOK! A must read for everyone.,1
58,Excellent read by a brilliant mind. Mr. Gladwell has a sensational way of breaking down complex ideas in a new way that's easily consumable and repeatable. I found myself repeating much of his findings and points in everyday conversation about success. Highly recommend and am continuing to read more by him.,2
59,"Some Great Insights. I was a big fan of Galdwell`s first two books, the Tipping Point, and Blink.",1
60,.. Nice!,2
61,"Success looks very different to me now.. I find myself wondering how a life might be different every time I encounter someone with ability or passion that is untapped, if only they had been exposed to a wider range of opportunities.",1
62,"The Unexpected Ingredients of Success. Success can often be related to something other than being the smartest or the best at something, it may have often to due with when you are born in a year or at a time in history. Gladwell makes those points in this work, while it is not an exhaustive look at success, it does point out some of the less known factors that contribute to ones success.",1
63,The Truth Is Outlier. This is my first non-fiction review.,0
64,Great syorytelling. I really enjoyed this book. The style of storytelling used was captivating making what would normally be a very dry subject interesting. I learned some very interesting things about success and the role of our environment in that success. I also find myself looking at successful people differently.,2
65,Good book.. It's interesting. I'm only reading it for class.,0
66,"Inspiring. I found this book extremely interesting - about how success is earned and not just for the fortunate few. Once I had stopped listening, I couldn't wait to pick up on it again.",1
67,Five Stars. Looking forward to this read!,2
68,Incredible reading- highly recommended. Keeping this very short but has given me a new fresh perspective on how great intelligence comes about...the key ingredient being time!,2
69,Five Stars. really interesting.,2
70,Three Stars. gift,0
71,Didnotnlive to the expectations. If u expect it's going to be as good as the tipping point and daivd and goliath you're going to be disappointed. He has good points an ideas but it doesnt live up to the expectations,0
72,Different!. Show me a point of view that I havent realized.,1
73,What Separates Us from Most. This book was fascinating. Outliers helps us to understand that we have been shaped by circumstances beyond our control. It promotes the idea that we may not be where we are if our ancestors had been different or if some other factor in our lives had not happened to make our world much different. This is a very interesting book that I think anyone would enjoy reading.,2
74,"Yet another good book from Malcolm Gladwell!. It is commonly believed that people become successful after ""working hard"" for a long time and then success happens! Although hard work is a success factor, there are many other variables that have much more influence on success. Gladwell presents real life stories and much background to demonstrate that success mostly come from factors such as: when someone is born, their ""ethnicity"", their family heritage, their geographic location, and circumstances (i.e. luck). Some or all of these factors combined with hard work made individuals or groups of people highly successful. His examples are great and support his key message.",1
75,"This book will make you dumber.. Seriously, the worst thing about this book is that is sounds intelligent, but it is really stupid.",0
76,"ADDING PERSPECTIVE: Gladwell's expertise. As always, Malcolm Gladwell has presented a new perspective on looking at our social environment. Assumptions and lore are rebutted by practical observation and objectivity.",2
77,"I like it, and I'd recommend it. The book started strong, but then faded as it went on. I like it, and I'd recommend it, but the last half didn't do for me what the first half did.",1
78,Three Stars. didn't read the book. so gave it midway review,0
79,"simple but powerful. Why do some people achieve great things? It's not all to do with talent, there are so many other factors that make this possible. This book looks at why some people do well and what other factors are involved",2
80,"It Explains A Lot..... Great companion to ""Tipping Point"". My daughter had to 'play-up' an age group, in club volleyball, because of her birthday. The first chapters explains why - laying statistics over my anecdotal evidence. After that example 'proved true', Gladwell provided several more.",1
